Created Date,Closed Date,Borough,Descriptor,Complaint Type,Agency,Longitude,Latitude,Status,processing_time,start_time_window
01/01/2016 02:49:25 AM,01/01/2016 06:51:01 AM,BROOKLYN,Commercial Overnight Parking,Illegal Parking,NYPD,-73.94906460535533,40.60751613680933,Closed,0 days 04:01:36.000000000,2
01/01/2016 02:49:47 AM,01/01/2016 04:26:35 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.90409984878502,40.881182799949045,Closed,0 days 01:36:48.000000000,2
01/01/2016 02:50:25 AM,01/01/2016 04:45:42 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.90968766009577,40.77953680856604,Closed,0 days 01:55:17.000000000,2
01/01/2016 02:50:30 AM,01/01/2016 06:31:06 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.91358360889436,40.701682147587064,Closed,0 days 03:40:36.000000000,2
01/01/2016 02:50:47 AM,01/01/2016 05:49:00 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.85623095858482,40.74579075390777,Closed,0 days 02:58:13.000000000,2
01/01/2016 02:51:11 AM,01/01/2016 05:06:14 AM,QUEENS,No Access,Blocked Driveway,NYPD,-73.84866511178981,40.6797310192589,Closed,0 days 02:15:03.000000000,2
01/01/2016 02:51:31 AM,01/01/2016 03:12:51 AM,BROOKLYN,Loud Music/Party,Noise - Commercial,NYPD,-73.94931066910993,40.68187521050368,Closed,0 days 00:21:20.000000000,2
01/01/2016 02:51:39 AM,01/03/2016 04:30:31 PM,BRONX,Loud Television,Noise - Residential,NYPD,-73.87415258829381,40.89881060353436,Closed,2 days 13:38:52.000000000,2
01/01/2016 02:51:42 AM,01/05/2016 09:50:37 AM,MANHATTAN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.97496842477165,40.78429316806767,Closed,4 days 06:58:55.000000000,2
01/01/2016 02:52:06 AM,01/01/2016 03:54:50 AM,MANHATTAN,Banging/Pounding,Noise - Residential,NYPD,-73.94620388339955,40.82796013491953,Closed,0 days 01:02:44.000000000,2
01/01/2016 02:52:29 AM,01/01/2016 06:43:18 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.84048702776086,40.68773746456856,Closed,0 days 03:50:49.000000000,2
01/01/2016 02:52:55 AM,01/01/2016 03:56:09 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.94536625521005,40.822733801541865,Closed,0 days 01:03:14.000000000,2
01/01/2016 02:53:12 AM,01/01/2016 10:43:30 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.85678408299194,40.832643092608826,Closed,0 days 07:50:18.000000000,2
01/01/2016 02:53:36 AM,01/01/2016 03:54:57 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.94616414946888,40.82794364808737,Closed,0 days 01:01:21.000000000,2
01/01/2016 02:53:54 AM,01/03/2016 01:11:41 AM,BRONX,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.9221677865695,40.827820160480506,Closed,1 days 22:17:47.000000000,2
01/01/2016 02:54:04 AM,01/06/2016 09:54:01 PM,QUEENS,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.9316177230618,40.77416124408082,Closed,5 days 18:59:57.000000000,2
01/01/2016 02:54:38 AM,01/01/2016 07:03:39 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.88415147136058,40.65551660248385,Closed,0 days 04:09:01.000000000,2
01/01/2016 02:54:49 AM,01/01/2016 04:59:36 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.9792591797342,40.7235527894789,Closed,0 days 02:04:47.000000000,2
01/01/2016 02:55:08 AM,01/01/2016 05:47:50 AM,STATEN ISLAND,Loud Music/Party,Noise - Residential,NYPD,-74.16628534285853,40.633068239956216,Closed,0 days 02:52:42.000000000,2
01/01/2016 02:55:32 AM,01/01/2016 04:08:34 PM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.96741649342442,40.63197615710564,Closed,0 days 13:13:02.000000000,2
01/01/2016 02:55:38 AM,01/01/2016 04:02:51 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.93847455557638,40.80873499971703,Closed,0 days 01:07:13.000000000,2
01/01/2016 02:56:11 AM,01/01/2016 07:43:14 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.92444679345256,40.74281177402174,Closed,0 days 04:47:03.000000000,2
01/01/2016 02:56:55 AM,01/01/2016 10:42:24 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.92886303221528,40.831527104822605,Closed,0 days 07:45:29.000000000,2
01/01/2016 02:57:03 AM,01/01/2016 06:29:29 AM,BROOKLYN,No Access,Blocked Driveway,NYPD,-73.91425563629451,40.68672091074345,Closed,0 days 03:32:26.000000000,2
01/01/2016 02:57:10 AM,01/01/2016 04:50:00 AM,BROOKLYN,Underage - Licensed Est,Drinking,NYPD,-73.9956620492724,40.69060917622291,Closed,0 days 01:52:50.000000000,2
01/01/2016 02:57:29 AM,01/01/2016 06:10:55 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.90695021078079,40.702371402225396,Closed,0 days 03:13:26.000000000,2
01/01/2016 02:57:48 AM,01/01/2016 04:02:50 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.75961671490673,40.708594495908535,Closed,0 days 01:05:02.000000000,2
01/01/2016 02:58:10 AM,01/01/2016 07:36:06 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.94002406647155,40.70872007116542,Closed,0 days 04:37:56.000000000,2
01/01/2016 02:59:18 AM,01/01/2016 03:43:18 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.93932737854615,40.84405994368422,Closed,0 days 00:44:00.000000000,2
01/01/2016 02:59:28 AM,01/01/2016 07:53:54 AM,STATEN ISLAND,Loud Music/Party,Noise - Commercial,NYPD,-74.06576859574838,40.613610286034344,Closed,0 days 04:54:26.000000000,2
01/01/2016 02:59:34 AM,01/01/2016 04:57:28 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.95192685875286,40.81383010929395,Closed,0 days 01:57:54.000000000,2
01/01/2016 02:59:57 AM,01/07/2016 01:09:12 AM,BROOKLYN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.97844388785073,40.61184570872895,Closed,5 days 22:09:15.000000000,2
01/01/2016 03:00:27 AM,01/01/2016 12:53:07 PM,QUEENS,Posted Parking Sign Violation,Illegal Parking,NYPD,-73.88900071667233,40.69775800474253,Closed,0 days 09:52:40.000000000,3
01/01/2016 03:00:59 AM,01/01/2016 07:41:54 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.879614207289,40.75524578472015,Closed,0 days 04:40:55.000000000,3
01/01/2016 03:01:13 AM,01/01/2016 03:32:04 AM,MANHATTAN,Loud Music/Party,Noise - Commercial,NYPD,-73.95696675255074,40.80221094017856,Closed,0 days 00:30:51.000000000,3
01/01/2016 03:01:18 AM,01/01/2016 03:33:21 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.92160189436888,40.694751859499675,Closed,0 days 00:32:03.000000000,3
01/01/2016 03:01:21 AM,01/01/2016 03:56:17 AM,MANHATTAN,Banging/Pounding,Noise - Commercial,NYPD,-73.94168881621688,40.83842627427918,Closed,0 days 00:54:56.000000000,3
01/01/2016 03:01:23 AM,01/01/2016 06:49:06 AM,QUEENS,Loud Music/Party,Noise - Commercial,NYPD,-73.77125334303817,40.76410632111881,Closed,0 days 03:47:43.000000000,3
01/01/2016 03:01:27 AM,01/01/2016 07:42:46 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.99246711407784,40.75505318305637,Closed,0 days 04:41:19.000000000,3
01/01/2016 03:01:28 AM,01/01/2016 10:37:12 AM,BRONX,No Access,Blocked Driveway,NYPD,-73.91437301660213,40.85083177816783,Closed,0 days 07:35:44.000000000,3
01/01/2016 03:02:11 AM,01/01/2016 03:32:07 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.95359214423708,40.80365884637281,Closed,0 days 00:29:56.000000000,3
01/01/2016 03:02:18 AM,01/01/2016 07:02:34 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.8874714972994,40.6572408775542,Closed,0 days 04:00:16.000000000,3
01/01/2016 03:02:19 AM,01/04/2016 09:59:00 AM,QUEENS,Pothole,Street Condition,DOT,-73.92223169964134,40.720577777518244,Closed,3 days 06:56:41.000000000,3
01/01/2016 03:02:30 AM,01/01/2016 07:43:06 AM,MANHATTAN,Loud Talking,Noise - Residential,NYPD,-74.0042678996973,40.722915049889664,Closed,0 days 04:40:36.000000000,3
01/01/2016 03:02:33 AM,01/01/2016 05:05:05 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.80763255972258,40.669703432932955,Closed,0 days 02:02:32.000000000,3
01/01/2016 03:02:48 AM,01/02/2016 04:33:07 PM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-74.00396228243467,40.740349743079356,Closed,1 days 13:30:19.000000000,3
01/01/2016 03:03:08 AM,01/01/2016 03:24:50 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.77248726851215,40.6691918974875,Closed,0 days 00:21:42.000000000,3
01/01/2016 03:03:24 AM,01/01/2016 05:32:31 AM,BROOKLYN,Loud Talking,Noise - Street/Sidewalk,NYPD,-73.86577683105601,40.6776030927032,Closed,0 days 02:29:07.000000000,3
01/01/2016 03:03:33 AM,01/01/2016 08:18:49 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.92673485295683,40.860861199449786,Closed,0 days 05:15:16.000000000,3
01/01/2016 03:03:43 AM,01/01/2016 08:43:13 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.83069160355709,40.84760760081557,Closed,0 days 05:39:30.000000000,3
01/01/2016 03:04:13 AM,01/01/2016 07:43:19 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.85873780112755,40.86387479538676,Closed,0 days 04:39:06.000000000,3
01/01/2016 03:05:24 AM,01/01/2016 04:03:56 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.76040102108519,40.70814873296881,Closed,0 days 00:58:32.000000000,3
01/01/2016 03:05:38 AM,01/01/2016 03:43:43 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.94559442643347,40.66297298421168,Closed,0 days 00:38:05.000000000,3
01/01/2016 03:05:40 AM,01/01/2016 07:42:08 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.87151997474434,40.75807785544238,Closed,0 days 04:36:28.000000000,3
01/01/2016 03:05:41 AM,01/01/2016 01:55:59 PM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.9155684099347,40.84596355052592,Closed,0 days 10:50:18.000000000,3
01/01/2016 03:05:50 AM,01/01/2016 08:48:32 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.85678408299194,40.832643092608826,Closed,0 days 05:42:42.000000000,3
01/01/2016 03:06:28 AM,01/01/2016 05:26:03 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.88685610242669,40.828828424450776,Closed,0 days 02:19:35.000000000,3
01/01/2016 03:06:33 AM,03/09/2016 04:11:55 PM,MANHATTAN,Driver Complaint,Taxi Complaint,TLC,-73.94040334764199,40.808958335542776,Closed,68 days 13:05:22.000000000,3
01/01/2016 03:06:39 AM,01/01/2016 06:31:41 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.92029751236055,40.69990563862019,Closed,0 days 03:25:02.000000000,3
01/01/2016 03:06:59 AM,01/01/2016 07:43:17 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.91351245866231,40.809344772890526,Closed,0 days 04:36:18.000000000,3
01/01/2016 03:07:23 AM,01/01/2016 07:35:55 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.96488696024498,40.7148758630592,Closed,0 days 04:28:32.000000000,3
01/01/2016 03:07:25 AM,01/04/2016 03:34:55 PM,Unspecified,Lost and Found,Ferry Inquiry,DOT,,,Closed,3 days 12:27:30.000000000,3
01/01/2016 03:08:27 AM,01/01/2016 04:42:03 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.97787078580467,40.77612817385303,Closed,0 days 01:33:36.000000000,3
01/01/2016 03:08:55 AM,01/01/2016 04:45:39 AM,QUEENS,Loud Talking,Noise - Street/Sidewalk,NYPD,-73.9092052407169,40.778493429273404,Closed,0 days 01:36:44.000000000,3
01/01/2016 03:09:38 AM,01/01/2016 07:43:12 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.9093483647866,40.744971978200496,Closed,0 days 04:33:34.000000000,3
01/01/2016 03:09:40 AM,01/01/2016 07:35:53 AM,QUEENS,No Access,Blocked Driveway,NYPD,-73.85570358509959,40.69102108700536,Closed,0 days 04:26:13.000000000,3
01/01/2016 03:09:46 AM,01/01/2016 03:56:26 AM,MANHATTAN,Banging/Pounding,Noise - Commercial,NYPD,-73.94168881621688,40.83842627427918,Closed,0 days 00:46:40.000000000,3
01/01/2016 03:10:37 AM,03/09/2016 04:07:28 PM,QUEENS,Driver Complaint,Taxi Complaint,TLC,-73.8306857361632,40.764711282855394,Closed,68 days 12:56:51.000000000,3
01/01/2016 03:10:47 AM,01/01/2016 08:19:52 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.92914721303369,40.85310068975717,Closed,0 days 05:09:05.000000000,3
01/01/2016 03:10:55 AM,01/01/2016 05:16:02 AM,QUEENS,No Access,Blocked Driveway,NYPD,-73.91371613862043,40.78040997691055,Closed,0 days 02:05:07.000000000,3
01/01/2016 03:11:01 AM,01/01/2016 02:56:59 PM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.88887006273383,40.83671869205278,Closed,0 days 11:45:58.000000000,3
01/01/2016 03:11:14 AM,01/01/2016 07:43:15 AM,QUEENS,No Access,Blocked Driveway,NYPD,-73.91702590446408,40.74671793693495,Closed,0 days 04:32:01.000000000,3
01/01/2016 03:11:22 AM,01/01/2016 05:23:42 AM,BROOKLYN,Loud Talking,Noise - Residential,NYPD,-74.01075626422131,40.57718865206874,Closed,0 days 02:12:20.000000000,3
01/01/2016 03:12:02 AM,01/01/2016 05:20:27 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.77838798315895,40.76476802715893,Closed,0 days 02:08:25.000000000,3
01/01/2016 03:12:21 AM,01/01/2016 08:19:52 AM,MANHATTAN,Loud Music/Party,Noise - Street/Sidewalk,NYPD,-73.93285785034324,40.858380971300996,Closed,0 days 05:07:31.000000000,3
01/01/2016 03:12:22 AM,01/06/2016 01:04:55 AM,MANHATTAN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.9104984611231,40.877449669903285,Closed,4 days 21:52:33.000000000,3
01/01/2016 03:12:40 AM,01/01/2016 07:44:25 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-74.00761600327138,40.62965294090954,Closed,0 days 04:31:45.000000000,3
01/01/2016 03:12:46 AM,01/02/2016 10:05:03 AM,BROOKLYN,APARTMENT ONLY,HEAT/HOT WATER,HPD,-73.95662536998938,40.63876319738314,Closed,1 days 06:52:17.000000000,3
01/01/2016 03:12:55 AM,01/01/2016 04:23:57 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.87547605975855,40.87394515668582,Closed,0 days 01:11:02.000000000,3
01/01/2016 03:12:57 AM,01/01/2016 10:22:34 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.90897386724394,40.707387708022,Closed,0 days 07:09:37.000000000,3
01/01/2016 03:13:11 AM,03/24/2016 09:38:10 AM,BROOKLYN,Driver Complaint,Taxi Complaint,TLC,-73.93522383122014,40.69698633989122,Closed,83 days 06:24:59.000000000,3
01/01/2016 03:13:17 AM,01/04/2016 09:32:56 PM,QUEENS,APARTMENT ONLY,HEAT/HOT WATER,HPD,-73.83093909582891,40.68480888122856,Closed,3 days 18:19:39.000000000,3
01/01/2016 03:13:53 AM,01/29/2016 10:12:54 AM,BRONX,Driver Complaint,For Hire Vehicle Complaint,TLC,-73.8840179752722,40.869120647952144,Closed,28 days 06:59:01.000000000,3
01/01/2016 03:14:05 AM,01/01/2016 03:38:17 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.83777329170152,40.57895755424285,Closed,0 days 00:24:12.000000000,3
01/01/2016 03:14:22 AM,01/05/2016 01:00:50 PM,BRONX,APARTMENT ONLY,HEAT/HOT WATER,HPD,-73.8766818674415,40.83012722334799,Closed,4 days 09:46:28.000000000,3
01/01/2016 03:14:22 AM,01/05/2016 01:00:50 PM,BRONX,SLOW LEAK,WATER LEAK,HPD,-73.8766818674415,40.83012722334799,Closed,4 days 09:46:28.000000000,3
01/01/2016 03:14:51 AM,01/01/2016 07:19:41 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,,,Closed,0 days 04:04:50.000000000,3
01/01/2016 03:15:15 AM,01/01/2016 07:53:53 AM,STATEN ISLAND,Loud Music/Party,Noise - Residential,NYPD,-74.09249235091293,40.62552625127103,Closed,0 days 04:38:38.000000000,3
01/01/2016 03:15:30 AM,01/06/2016 01:08:25 AM,BRONX,APARTMENT ONLY,HEAT/HOT WATER,HPD,-73.89429010158901,40.85994126274004,Closed,4 days 21:52:55.000000000,3
01/01/2016 03:15:36 AM,01/01/2016 03:32:15 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.9559084942342,40.80212819847527,Closed,0 days 00:16:39.000000000,3
01/01/2016 03:15:44 AM,01/01/2016 05:39:32 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.98623098363974,40.7329024735239,Closed,0 days 02:23:48.000000000,3
01/01/2016 03:15:48 AM,01/01/2016 03:32:18 AM,MANHATTAN,Loud Music/Party,Noise - Commercial,NYPD,-73.95696675255074,40.80221094017856,Closed,0 days 00:16:30.000000000,3
01/01/2016 03:16:46 AM,01/01/2016 04:15:02 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.8807128958957,40.87740351389957,Closed,0 days 00:58:16.000000000,3
01/01/2016 03:17:05 AM,01/01/2016 05:43:32 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.9389754154197,40.84556385759401,Closed,0 days 02:26:27.000000000,3
01/01/2016 03:17:07 AM,01/01/2016 03:43:25 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.92215457538776,40.70012649101078,Closed,0 days 00:26:18.000000000,3
01/01/2016 03:17:13 AM,01/01/2016 04:40:53 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.76396353162814,40.5964128776213,Closed,0 days 01:23:40.000000000,3
01/01/2016 03:17:27 AM,01/01/2016 12:35:13 PM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.94465390479888,40.797353007746345,Closed,0 days 09:17:46.000000000,3
01/01/2016 03:17:38 AM,01/01/2016 06:42:44 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.85956069253199,40.81489365904597,Closed,0 days 03:25:06.000000000,3
01/01/2016 03:18:12 AM,01/01/2016 03:38:16 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.95523555304263,40.81989452751751,Closed,0 days 00:20:04.000000000,3
01/01/2016 03:18:13 AM,01/01/2016 03:37:04 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-74.00557871677472,40.65135058951174,Closed,0 days 00:18:51.000000000,3
01/01/2016 03:18:30 AM,01/01/2016 05:39:30 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.98409873162669,40.73200740886107,Closed,0 days 02:21:00.000000000,3
01/01/2016 03:18:46 AM,01/01/2016 03:50:40 AM,MANHATTAN,Loud Music/Party,Noise - Street/Sidewalk,NYPD,-73.99222242936196,40.71765865277215,Closed,0 days 00:31:54.000000000,3
01/01/2016 03:19:03 AM,02/27/2016 10:47:24 AM,BRONX,TOILET,PLUMBING,HPD,-73.88591117347879,40.85517945631178,Closed,57 days 07:28:21.000000000,3
01/01/2016 03:19:16 AM,01/01/2016 05:51:10 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.85770270646655,40.73935887775884,Closed,0 days 02:31:54.000000000,3
01/01/2016 03:19:20 AM,01/01/2016 05:39:35 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.95255402119027,40.663815967660796,Closed,0 days 02:20:15.000000000,3
01/01/2016 03:19:33 AM,01/01/2016 01:57:01 PM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.90433254876267,40.85517698972132,Closed,0 days 10:37:28.000000000,3
01/01/2016 03:19:34 AM,01/01/2016 04:51:06 AM,BRONX,Trespassing,Non-Emergency Police Matter,NYPD,-73.90678289353924,40.8607178039576,Closed,0 days 01:31:32.000000000,3
01/01/2016 03:19:38 AM,01/01/2016 05:46:46 AM,STATEN ISLAND,Loud Music/Party,Noise - Residential,NYPD,-74.16277554517559,40.62247012178635,Closed,0 days 02:27:08.000000000,3
01/01/2016 03:20:06 AM,01/01/2016 03:45:09 PM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.9393867343087,40.79478403644305,Closed,0 days 12:25:03.000000000,3
01/01/2016 03:20:36 AM,01/01/2016 04:10:41 PM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.95850381713777,40.63681783665883,Closed,0 days 12:50:05.000000000,3
01/01/2016 03:20:41 AM,01/01/2016 05:40:46 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.98409873162669,40.73200740886107,Closed,0 days 02:20:05.000000000,3
01/01/2016 03:20:52 AM,01/01/2016 04:04:00 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.75407892019055,40.711840844519,Closed,0 days 00:43:08.000000000,3
01/01/2016 03:20:56 AM,01/01/2016 06:36:58 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.74806123983298,40.676801699090966,Closed,0 days 03:16:02.000000000,3
01/01/2016 03:21:00 AM,01/04/2016 10:23:00 AM,STATEN ISLAND,"Noise, Barking Dog (NR5)",Noise,DEP,-74.06557749241097,40.60606495250353,Closed,3 days 07:02:00.000000000,3
01/01/2016 03:21:03 AM,01/01/2016 12:26:51 PM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.92071208195789,40.633336809850135,Closed,0 days 09:05:48.000000000,3
01/01/2016 03:21:27 AM,01/01/2016 08:46:25 AM,QUEENS,Blocked Hydrant,Illegal Parking,NYPD,-73.89345283305036,40.710108174172284,Closed,0 days 05:24:58.000000000,3
01/01/2016 03:21:55 AM,01/01/2016 06:57:16 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.85744519442953,40.729847975331346,Closed,0 days 03:35:21.000000000,3
01/01/2016 03:22:03 AM,01/01/2016 06:10:38 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.90695021078079,40.702371402225396,Closed,0 days 02:48:35.000000000,3
01/01/2016 03:22:07 AM,01/01/2016 03:35:51 AM,STATEN ISLAND,Loud Music/Party,Noise - Residential,NYPD,-74.09249235091293,40.62552625127103,Closed,0 days 00:13:44.000000000,3
01/01/2016 03:22:56 AM,01/01/2016 10:42:26 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.91956970956973,40.842812740429146,Closed,0 days 07:19:30.000000000,3
01/01/2016 03:23:02 AM,01/01/2016 04:37:31 AM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.96296275912128,40.581308624370116,Closed,0 days 01:14:29.000000000,3
01/01/2016 03:23:09 AM,01/06/2016 09:43:24 PM,QUEENS,APARTMENT ONLY,HEAT/HOT WATER,HPD,-73.8230653508537,40.75918288729288,Closed,5 days 18:20:15.000000000,3
01/01/2016 03:23:14 AM,01/01/2016 09:01:03 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.94853069582386,40.781517700571726,Closed,0 days 05:37:49.000000000,3
01/01/2016 03:23:35 AM,01/01/2016 04:15:08 AM,BROOKLYN,Loud Talking,Noise - Street/Sidewalk,NYPD,-74.00626958851552,40.67839759796297,Closed,0 days 00:51:33.000000000,3
01/01/2016 03:23:39 AM,,Unspecified,Compliments,Complaint,FDNY,,,Email Sent,,3
01/01/2016 03:23:39 AM,01/01/2016 07:35:28 AM,BROOKLYN,Loud Music/Party,Noise - Commercial,NYPD,-73.92472681998196,40.70896634763682,Closed,0 days 04:11:49.000000000,3
01/01/2016 03:23:41 AM,01/01/2016 04:10:43 PM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.95929704277684,40.635904105992324,Closed,0 days 12:47:02.000000000,3
01/01/2016 03:23:46 AM,01/01/2016 07:43:32 AM,BRONX,Loud Talking,Noise - Street/Sidewalk,NYPD,-73.78639464134477,40.847015329456354,Closed,0 days 04:19:46.000000000,3
01/01/2016 03:23:50 AM,01/01/2016 05:53:25 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.86140607372715,40.749307635356026,Closed,0 days 02:29:35.000000000,3
01/01/2016 03:24:00 AM,01/01/2016 04:20:00 AM,BROOKLYN,Controller,Traffic Signal Condition,DOT,-73.99806986424406,40.59905422013411,Closed,0 days 00:56:00.000000000,3
01/01/2016 03:24:10 AM,01/01/2016 10:51:52 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.93692996141937,40.795726905337894,Closed,0 days 07:27:42.000000000,3
01/01/2016 03:24:24 AM,01/01/2016 06:15:22 AM,MANHATTAN,Banging/Pounding,Noise - Residential,NYPD,-73.97776633460374,40.72129357479229,Closed,0 days 02:50:58.000000000,3
01/01/2016 03:24:36 AM,01/01/2016 04:39:43 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.77519885977394,40.71174129668543,Closed,0 days 01:15:07.000000000,3
01/01/2016 03:24:41 AM,01/01/2016 07:26:38 AM,BRONX,Loud Music/Party,Noise - Commercial,NYPD,-73.87857921194824,40.82602862936386,Closed,0 days 04:01:57.000000000,3
01/01/2016 03:24:48 AM,03/29/2016 04:49:20 PM,MANHATTAN,Driver Complaint,Taxi Complaint,TLC,-73.99775849401999,40.756488909389724,Closed,88 days 13:24:32.000000000,3
01/01/2016 03:24:48 AM,01/01/2016 03:37:06 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.93979193218131,40.79001665127525,Closed,0 days 00:12:18.000000000,3
01/01/2016 03:24:57 AM,01/01/2016 10:43:28 AM,BRONX,Loud Music/Party,Noise - Street/Sidewalk,NYPD,-73.9252093189248,40.82543701491464,Closed,0 days 07:18:31.000000000,3
01/01/2016 03:25:12 AM,01/01/2016 03:50:49 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.94324171872209,40.83971431784293,Closed,0 days 00:25:37.000000000,3
01/01/2016 03:25:13 AM,01/01/2016 05:36:10 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.91468835272596,40.765611064339524,Closed,0 days 02:10:57.000000000,3
01/01/2016 03:25:45 AM,01/01/2016 07:36:41 AM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.84766283406637,40.793362620078156,Closed,0 days 04:10:56.000000000,3
01/01/2016 03:26:00 AM,01/02/2016 12:00:00 PM,BROOKLYN,12 Dead Animals,Sanitation Condition,DSNY,-73.95876144781995,40.709675252094044,Closed,1 days 08:34:00.000000000,3
01/01/2016 03:26:00 AM,01/01/2016 07:20:09 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.98403611865581,40.722263514592335,Closed,0 days 03:54:09.000000000,3
