Created Date,Closed Date,Borough,Descriptor,Complaint Type,Agency,Longitude,Latitude,Status,processing_time,start_time_window
01/01/2016 09:24:59 PM,01/01/2016 09:31:27 PM,BROOKLYN,Banging/Pounding,Noise - Residential,NYPD,-73.99373373221188,40.60468638869736,Closed,0 days 00:06:28.000000000,21
01/01/2016 09:25:00 PM,01/06/2016 04:42:31 PM,BROOKLYN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.94431819840183,40.628731184549366,Closed,4 days 19:17:31.000000000,21
01/01/2016 09:25:59 PM,01/04/2016 11:20:15 AM,BRONX,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.89648339982303,40.88154126381984,Closed,2 days 13:54:16.000000000,21
01/01/2016 09:26:00 PM,01/06/2016 12:00:00 PM,BROOKLYN,15 Street Cond/Dump-Out/Drop-Off,Sanitation Condition,DSNY,-73.94104133707577,40.712664821316665,Closed,4 days 14:34:00.000000000,21
01/01/2016 09:26:00 PM,01/04/2016 11:05:00 AM,MANHATTAN,"Noise, Barking Dog (NR5)",Noise,DEP,-73.95587760505252,40.777889462042296,Closed,2 days 13:39:00.000000000,21
01/01/2016 09:26:57 PM,01/07/2016 07:13:04 PM,BROOKLYN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.94583051728789,40.67407023114603,Closed,5 days 21:46:07.000000000,21
01/01/2016 09:26:58 PM,01/09/2016 01:05:27 AM,BROOKLYN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.96109007041305,40.6504246407355,Closed,7 days 03:38:29.000000000,21
01/01/2016 09:27:00 PM,01/01/2016 09:27:00 PM,BROOKLYN,14 Derelict Vehicles,Derelict Vehicles,DSNY,-73.9263648633782,40.62362401106483,Pending,0 days 00:00:00.000000000,21
01/01/2016 09:27:48 PM,01/01/2016 10:25:39 PM,STATEN ISLAND,Other (complaint details),Animal Abuse,NYPD,-74.06557749241097,40.60606495250353,Closed,0 days 00:57:51.000000000,21
01/01/2016 09:28:04 PM,01/05/2016 05:57:42 PM,BROOKLYN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.91934607921762,40.67550395508911,Closed,3 days 20:29:38.000000000,21
01/01/2016 09:28:17 PM,01/02/2016 04:09:00 AM,QUEENS,Commercial Overnight Parking,Illegal Parking,NYPD,-73.82412794822204,40.77234008628716,Closed,0 days 06:40:43.000000000,21
01/01/2016 09:28:30 PM,01/01/2016 10:20:12 PM,QUEENS,Banging/Pounding,Noise - Residential,NYPD,-73.90349683673197,40.71114082949542,Closed,0 days 00:51:42.000000000,21
01/01/2016 09:29:44 PM,01/01/2016 11:01:08 PM,QUEENS,No Access,Blocked Driveway,NYPD,-73.85393335039397,40.7435591231068,Closed,0 days 01:31:24.000000000,21
01/01/2016 09:29:53 PM,01/02/2016 11:42:52 AM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.93162121628747,40.85866294920167,Closed,0 days 14:12:59.000000000,21
01/01/2016 09:29:55 PM,01/01/2016 11:51:51 PM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.85998002932365,40.66194270346032,Closed,0 days 02:21:56.000000000,21
01/01/2016 09:30:00 PM,01/01/2016 09:50:00 PM,QUEENS,LED Pedestrian Unit,Traffic Signal Condition,DOT,-73.84593827490423,40.78168421855069,Closed,0 days 00:20:00.000000000,21
01/01/2016 09:30:10 PM,01/01/2016 09:31:13 PM,MANHATTAN,No Status Call,Homeless Person Assistance,DHS,-73.98236372876967,40.75725610975944,Closed,0 days 00:01:03.000000000,21
01/01/2016 09:31:17 PM,01/01/2016 11:44:22 PM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.94783272698673,40.773667438961155,Closed,0 days 02:13:05.000000000,21
01/01/2016 09:32:10 PM,01/06/2016 01:12:11 AM,BRONX,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.8286353965202,40.851653011156465,Closed,4 days 03:40:01.000000000,21
01/01/2016 09:32:12 PM,01/06/2016 10:22:52 PM,BROOKLYN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.95764196126675,40.63229136714315,Closed,5 days 00:50:40.000000000,21
01/01/2016 09:32:28 PM,01/10/2016 06:04:33 PM,BROOKLYN,WINDOW FRAME,DOOR/WINDOW,HPD,-74.02030019242541,40.63905229897684,Closed,8 days 20:32:05.000000000,21
01/01/2016 09:32:28 PM,01/07/2016 12:58:45 PM,BROOKLYN,RADIATOR,PLUMBING,HPD,-74.02030019242541,40.63905229897684,Closed,5 days 15:26:17.000000000,21
01/01/2016 09:32:28 PM,01/07/2016 01:16:43 AM,BROOKLYN,WALL,PAINT/PLASTER,HPD,-74.02030019242541,40.63905229897684,Closed,5 days 03:44:15.000000000,21
01/01/2016 09:32:28 PM,01/07/2016 12:58:45 PM,BROOKLYN,REFRIGERATOR,APPLIANCE,HPD,-74.02030019242541,40.63905229897684,Closed,5 days 15:26:17.000000000,21
01/01/2016 09:33:11 PM,01/06/2016 01:12:11 AM,BRONX,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.8286353965202,40.851653011156465,Closed,4 days 03:39:00.000000000,21
01/01/2016 09:33:36 PM,01/02/2016 04:16:23 AM,QUEENS,No Access,Blocked Driveway,NYPD,-73.82097899545533,40.763200721209934,Closed,0 days 06:42:47.000000000,21
01/01/2016 09:34:21 PM,01/02/2016 11:36:33 AM,BRONX,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.88734164365059,40.83443909729724,Closed,0 days 14:02:12.000000000,21
01/01/2016 09:34:27 PM,01/01/2016 11:44:22 PM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.94783272698673,40.773667438961155,Closed,0 days 02:09:55.000000000,21
01/01/2016 09:35:14 PM,01/02/2016 11:43:55 AM,MANHATTAN,Posted Parking Sign Violation,Illegal Parking,NYPD,-73.94154412912084,40.85091187438151,Closed,0 days 14:08:41.000000000,21
01/01/2016 09:35:43 PM,01/01/2016 11:08:53 PM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.90930982645897,40.685794875644,Closed,0 days 01:33:10.000000000,21
01/01/2016 09:36:01 PM,01/02/2016 12:41:34 AM,BROOKLYN,Commercial Overnight Parking,Illegal Parking,NYPD,-73.93810595405931,40.61465820419222,Closed,0 days 03:05:33.000000000,21
01/01/2016 09:37:22 PM,01/03/2016 10:04:09 AM,MANHATTAN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.94425318343836,40.82732792395432,Closed,1 days 12:26:47.000000000,21
01/01/2016 09:37:24 PM,03/24/2016 10:38:21 AM,BROOKLYN,Driver Complaint,Taxi Complaint,TLC,-73.94823312968403,40.681235198628826,Closed,82 days 13:00:57.000000000,21
01/01/2016 09:37:26 PM,01/18/2016 01:06:32 AM,QUEENS,PESTS,UNSANITARY CONDITION,HPD,-73.79528355334449,40.715143852704905,Closed,16 days 03:29:06.000000000,21
01/01/2016 09:37:32 PM,01/03/2016 01:06:35 AM,MANHATTAN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.92768757158264,40.85908872412456,Closed,1 days 03:29:03.000000000,21
01/01/2016 09:37:44 PM,01/01/2016 10:33:08 PM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.90025604763512,40.6664449457147,Closed,0 days 00:55:24.000000000,21
01/01/2016 09:40:20 PM,01/01/2016 10:36:19 PM,BROOKLYN,Banging/Pounding,Noise - Residential,NYPD,-73.95478501980783,40.60559442755035,Closed,0 days 00:55:59.000000000,21
01/01/2016 09:41:09 PM,01/01/2016 11:51:48 PM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.94414347302468,40.83749703232736,Closed,0 days 02:10:39.000000000,21
01/01/2016 09:41:38 PM,01/02/2016 04:32:02 PM,MANHATTAN,Neglected,Animal Abuse,NYPD,-73.99226736786994,40.73453342095126,Closed,0 days 18:50:24.000000000,21
01/01/2016 09:42:28 PM,02/03/2016 09:49:07 AM,QUEENS,MOLD,UNSANITARY CONDITION,HPD,-73.84283491465872,40.69057879200004,Closed,32 days 12:06:39.000000000,21
01/01/2016 09:42:28 PM,02/03/2016 09:49:07 AM,QUEENS,CEILING,PAINT/PLASTER,HPD,-73.84283491465872,40.69057879200004,Closed,32 days 12:06:39.000000000,21
01/01/2016 09:42:28 PM,02/03/2016 09:49:08 AM,QUEENS,DAMP SPOT,WATER LEAK,HPD,-73.84283491465872,40.69057879200004,Closed,32 days 12:06:40.000000000,21
01/01/2016 09:42:51 PM,01/05/2016 10:00:25 AM,QUEENS,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.75121009186816,40.59425325759664,Closed,3 days 12:17:34.000000000,21
01/01/2016 09:44:08 PM,01/29/2016 10:12:51 AM,STATEN ISLAND,Driver Complaint,For Hire Vehicle Complaint,TLC,-74.08469114076037,40.61547259648634,Closed,27 days 12:28:43.000000000,21
01/01/2016 09:44:25 PM,01/01/2016 11:52:56 PM,BROOKLYN,With License Plate,Derelict Vehicle,NYPD,-73.87538999776591,40.68833225179807,Closed,0 days 02:08:31.000000000,21
01/01/2016 09:44:34 PM,04/04/2016 12:00:00 AM,MANHATTAN,Illegal Hotel Rooms In Residential Building,Special Projects Inspection Team (SPIT),DOB,-73.99374402447606,40.76387761118042,Closed,93 days 02:15:26.000000000,21
01/01/2016 09:44:37 PM,01/05/2016 01:10:14 AM,BRONX,APARTMENT ONLY,HEAT/HOT WATER,HPD,-73.90175984148881,40.82997290640319,Closed,3 days 03:25:37.000000000,21
01/01/2016 09:44:49 PM,01/08/2016 01:04:13 AM,BROOKLYN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.87724231136168,40.67520872717599,Closed,6 days 03:19:24.000000000,21
01/01/2016 09:45:10 PM,01/01/2016 11:45:27 PM,QUEENS,No Access,Blocked Driveway,NYPD,-73.85204074467369,40.690648636377055,Closed,0 days 02:00:17.000000000,21
01/01/2016 09:45:17 PM,01/01/2016 10:56:48 PM,QUEENS,No Access,Blocked Driveway,NYPD,-73.93108289611676,40.76066777603951,Closed,0 days 01:11:31.000000000,21
01/01/2016 09:45:47 PM,01/01/2016 11:50:44 PM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.87835962095515,40.75442378697727,Closed,0 days 02:04:57.000000000,21
01/01/2016 09:45:50 PM,01/01/2016 09:52:25 PM,QUEENS,No Access,Blocked Driveway,NYPD,-73.8071695255125,40.73011236417386,Closed,0 days 00:06:35.000000000,21
01/01/2016 09:47:01 PM,01/01/2016 10:33:10 PM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.90025604763512,40.6664449457147,Closed,0 days 00:46:09.000000000,21
01/01/2016 09:47:11 PM,01/01/2016 10:33:09 PM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.95109521492151,40.80008966961361,Closed,0 days 00:45:58.000000000,21
01/01/2016 09:47:42 PM,01/05/2016 06:47:17 AM,MANHATTAN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.95743976271781,40.81940954698632,Closed,3 days 08:59:35.000000000,21
01/01/2016 09:48:00 PM,01/02/2016 12:00:00 PM,QUEENS,15 Street Cond/Dump-Out/Drop-Off,Sanitation Condition,DSNY,-73.91453201598809,40.77209951716507,Closed,0 days 14:12:00.000000000,21
01/01/2016 09:48:04 PM,01/01/2016 11:26:08 PM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.87406581678226,40.74414557056127,Closed,0 days 01:38:04.000000000,21
01/01/2016 09:49:10 PM,01/04/2016 11:26:18 AM,BRONX,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.88053146983283,40.875737297155396,Closed,2 days 13:37:08.000000000,21
01/01/2016 09:49:21 PM,01/01/2016 10:18:01 PM,QUEENS,No Access,Blocked Driveway,NYPD,-73.89534074509861,40.69540069809469,Closed,0 days 00:28:40.000000000,21
01/01/2016 09:49:44 PM,01/06/2016 01:35:33 PM,BROOKLYN,APARTMENT ONLY,HEAT/HOT WATER,HPD,-73.92327233722598,40.6627324442999,Closed,4 days 15:45:49.000000000,21
01/01/2016 09:50:56 PM,01/02/2016 09:41:52 AM,BROOKLYN,Banging/Pounding,Noise - Residential,NYPD,-73.96270993293973,40.653707937219245,Closed,0 days 11:50:56.000000000,21
01/01/2016 09:51:00 PM,01/01/2016 11:00:00 PM,STATEN ISLAND,Sewer Backup (Use Comments) (SA),Sewer,DEP,-74.1588044734445,40.629463922957775,Closed,0 days 01:09:00.000000000,21
01/01/2016 09:51:16 PM,01/01/2016 10:44:53 PM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.90773507848957,40.67990608406061,Closed,0 days 00:53:37.000000000,21
01/01/2016 09:52:15 PM,02/29/2016 05:43:58 PM,MANHATTAN,Driver Complaint,Taxi Complaint,TLC,-73.98694809910084,40.75603530883254,Closed,58 days 19:51:43.000000000,21
01/01/2016 09:52:16 PM,01/01/2016 11:00:05 PM,QUEENS,No Access,Blocked Driveway,NYPD,-73.87872426736027,40.74445798229584,Closed,0 days 01:07:49.000000000,21
01/01/2016 09:52:25 PM,01/02/2016 02:56:34 AM,BRONX,Banging/Pounding,Noise - Residential,NYPD,-73.90473683586579,40.860628302332564,Closed,0 days 05:04:09.000000000,21
01/01/2016 09:52:33 PM,01/20/2016 01:47:06 PM,Unspecified,2016 Alternate Side Parking Calendar - English,DOT Literature Request,DOT,,,Closed,18 days 15:54:33.000000000,21
01/01/2016 09:52:51 PM,01/01/2016 10:37:24 PM,QUEENS,Banging/Pounding,Noise - Residential,NYPD,-73.81475628672068,40.73438468766053,Closed,0 days 00:44:33.000000000,21
01/01/2016 09:53:01 PM,01/01/2016 11:08:54 PM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.92255216151652,40.74283521831618,Closed,0 days 01:15:53.000000000,21
01/01/2016 09:53:14 PM,01/01/2016 11:15:24 PM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.7593456514217,40.72373134093407,Closed,0 days 01:22:10.000000000,21
01/01/2016 09:53:26 PM,01/02/2016 03:47:46 AM,QUEENS,No Access,Blocked Driveway,NYPD,-73.86967852710052,40.73068589787176,Closed,0 days 05:54:20.000000000,21
01/01/2016 09:53:41 PM,01/01/2016 11:21:54 PM,MANHATTAN,Banging/Pounding,Noise - Residential,NYPD,-73.98580751801099,40.77289886831907,Closed,0 days 01:28:13.000000000,21
01/01/2016 09:54:02 PM,01/06/2016 01:08:32 AM,BRONX,APARTMENT ONLY,HEAT/HOT WATER,HPD,-73.89187502108375,40.828918325549814,Closed,4 days 03:14:30.000000000,21
01/01/2016 09:54:52 PM,01/01/2016 10:12:40 PM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.95642009706356,40.820663502416465,Closed,0 days 00:17:48.000000000,21
01/01/2016 09:55:22 PM,01/20/2016 01:47:06 PM,Unspecified,2016 Alternate Side Parking Calendar - English,DOT Literature Request,DOT,,,Closed,18 days 15:51:44.000000000,21
01/01/2016 09:56:00 PM,01/02/2016 12:00:00 PM,STATEN ISLAND,E1 Improper Disposal,Dirty Conditions,DSNY,-74.25175796730454,40.505709852108154,Closed,0 days 14:04:00.000000000,21
01/01/2016 09:56:07 PM,01/05/2016 01:00:49 PM,BRONX,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.8772991398564,40.8245945314593,Closed,3 days 15:04:42.000000000,21
01/01/2016 09:56:23 PM,01/01/2016 11:16:29 PM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.88965722606689,40.83057952261887,Closed,0 days 01:20:06.000000000,21
01/01/2016 09:56:37 PM,01/02/2016 07:49:04 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.8989068552399,40.85502963838781,Closed,0 days 09:52:27.000000000,21
01/01/2016 09:56:37 PM,01/01/2016 11:30:26 PM,QUEENS,Blocked Hydrant,Illegal Parking,NYPD,-73.86855238237331,40.723578435362526,Closed,0 days 01:33:49.000000000,21
01/01/2016 09:56:51 PM,01/01/2016 10:27:51 PM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.87961546829173,40.826446912919366,Closed,0 days 00:31:00.000000000,21
01/01/2016 09:57:01 PM,01/06/2016 09:54:01 PM,QUEENS,APARTMENT ONLY,HEAT/HOT WATER,HPD,-73.91735775515784,40.781771290468704,Closed,4 days 23:57:00.000000000,21
01/01/2016 09:57:16 PM,01/01/2016 10:08:19 PM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.93656690927914,40.801498869659326,Closed,0 days 00:11:03.000000000,21
01/01/2016 09:57:43 PM,01/01/2016 10:28:56 PM,QUEENS,Banging/Pounding,Noise - Residential,NYPD,-73.90503366264404,40.74643145366832,Closed,0 days 00:31:13.000000000,21
01/01/2016 09:58:29 PM,01/02/2016 11:57:40 PM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.91640666366692,40.84043357320546,Closed,1 days 01:59:11.000000000,21
01/01/2016 09:58:34 PM,01/01/2016 11:06:32 PM,BROOKLYN,Loud Television,Noise - Residential,NYPD,-73.9605279037244,40.577292166802,Closed,0 days 01:07:58.000000000,21
01/01/2016 09:59:26 PM,01/01/2016 10:11:37 PM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.95642009706356,40.820663502416465,Closed,0 days 00:12:11.000000000,21
01/01/2016 10:00:02 PM,01/02/2016 05:00:26 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.92008742054256,40.84809666205958,Closed,0 days 07:00:24.000000000,22
01/01/2016 10:00:19 PM,01/02/2016 07:50:07 AM,BRONX,Loud Music/Party,Noise - Residential,NYPD,-73.91620233893606,40.847709646365104,Closed,0 days 09:49:48.000000000,22
01/01/2016 10:01:14 PM,01/04/2016 06:20:25 PM,BROOKLYN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.96032118451178,40.646521295693134,Closed,2 days 20:19:11.000000000,22
01/01/2016 10:01:27 PM,01/06/2016 01:08:25 AM,BRONX,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.89909981796332,40.85888885917364,Closed,4 days 03:06:58.000000000,22
01/01/2016 10:01:36 PM,01/04/2016 11:26:34 AM,BRONX,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.85773623267771,40.84195982947876,Closed,2 days 13:24:58.000000000,22
01/01/2016 10:01:40 PM,01/02/2016 02:20:46 AM,BRONX,No Access,Blocked Driveway,NYPD,-73.89643764218579,40.831982870614716,Closed,0 days 04:19:06.000000000,22
01/01/2016 10:01:48 PM,01/02/2016 03:43:28 PM,BRONX,No Access,Blocked Driveway,NYPD,-73.90597248102769,40.85859549243968,Closed,0 days 17:41:40.000000000,22
01/01/2016 10:02:15 PM,01/04/2016 11:26:34 AM,BRONX,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.85773623267771,40.84195982947876,Closed,2 days 13:24:19.000000000,22
01/01/2016 10:02:25 PM,01/05/2016 01:05:12 AM,MANHATTAN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.98569386018264,40.71375223210053,Closed,3 days 03:02:47.000000000,22
01/01/2016 10:03:00 PM,02/02/2016 01:14:00 PM,QUEENS,Sewer Backup (Use Comments) (SA),Sewer,DEP,-73.73449902818506,40.730986047097076,Closed,31 days 15:11:00.000000000,22
01/01/2016 10:03:46 PM,01/02/2016 04:50:58 AM,BROOKLYN,Commercial Overnight Parking,Illegal Parking,NYPD,-73.93874232274612,40.68656911998987,Closed,0 days 06:47:12.000000000,22
01/01/2016 10:04:20 PM,01/01/2016 11:25:04 PM,BRONX,No Access,Blocked Driveway,NYPD,-73.87667607763363,40.83909968750864,Closed,0 days 01:20:44.000000000,22
01/01/2016 10:04:48 PM,01/01/2016 11:15:23 PM,BROOKLYN,Banging/Pounding,Noise - Residential,NYPD,-73.96047413861426,40.576899641402704,Closed,0 days 01:10:35.000000000,22
01/01/2016 10:05:13 PM,01/01/2016 10:55:43 PM,QUEENS,Loud Music/Party,Noise - Residential,NYPD,-73.85756012999359,40.733468453882224,Closed,0 days 00:50:30.000000000,22
01/01/2016 10:05:21 PM,01/05/2016 01:05:12 AM,MANHATTAN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.98569386018264,40.71375223210053,Closed,3 days 02:59:51.000000000,22
01/01/2016 10:05:27 PM,01/06/2016 04:42:31 PM,BROOKLYN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.94431819840183,40.628731184549366,Closed,4 days 18:37:04.000000000,22
01/01/2016 10:05:52 PM,01/01/2016 11:08:50 PM,BROOKLYN,Banging/Pounding,Noise - Residential,NYPD,-73.98730194471922,40.585013885310666,Closed,0 days 01:02:58.000000000,22
01/01/2016 10:05:53 PM,01/01/2016 11:32:37 PM,BROOKLYN,Blocked Sidewalk,Illegal Parking,NYPD,-74.01831268904013,40.63116960302152,Closed,0 days 01:26:44.000000000,22
01/01/2016 10:06:05 PM,01/01/2016 10:16:55 PM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.98747756503953,40.76203812298226,Closed,0 days 00:10:50.000000000,22
01/01/2016 10:06:30 PM,01/06/2016 06:52:50 AM,MANHATTAN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.93836137134306,40.845138101524135,Closed,4 days 08:46:20.000000000,22
01/01/2016 10:06:32 PM,01/04/2016 01:06:40 AM,MANHATTAN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.93978450529062,40.79423529893813,Closed,2 days 03:00:08.000000000,22
01/01/2016 10:07:25 PM,01/05/2016 02:36:50 PM,BROOKLYN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.95064973067633,40.61173283374797,Closed,3 days 16:29:25.000000000,22
01/01/2016 10:07:31 PM,01/01/2016 10:07:46 PM,MANHATTAN,No Status Call,Homeless Person Assistance,DHS,-73.96161192078172,40.76437367333051,Closed,0 days 00:00:15.000000000,22
01/01/2016 10:07:32 PM,01/06/2016 01:09:35 AM,MANHATTAN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.94243069878199,40.84559857027666,Closed,4 days 03:02:03.000000000,22
01/01/2016 10:08:13 PM,01/01/2016 10:08:48 PM,MANHATTAN,No Status Call,Homeless Person Assistance,DHS,-73.99003690662538,40.7138707146295,Closed,0 days 00:00:35.000000000,22
01/01/2016 10:08:24 PM,01/02/2016 07:50:07 AM,BRONX,Loud Music/Party,Noise - Commercial,NYPD,-73.90246273872681,40.85827144859061,Closed,0 days 09:41:43.000000000,22
01/01/2016 10:08:34 PM,02/06/2016 01:34:25 PM,MANHATTAN,DAMP SPOT,WATER LEAK,HPD,-73.93006911226374,40.85640861904781,Closed,35 days 15:25:51.000000000,22
01/01/2016 10:09:41 PM,01/01/2016 10:22:24 PM,MANHATTAN,Loud Music/Party,Noise - Residential,NYPD,-73.98752087968747,40.76205459613968,Closed,0 days 00:12:43.000000000,22
01/01/2016 10:10:08 PM,01/02/2016 02:47:12 PM,BROOKLYN,Banging/Pounding,Noise - Residential,NYPD,-73.97273968421453,40.59206823529736,Closed,0 days 16:37:04.000000000,22
01/01/2016 10:10:22 PM,01/02/2016 02:56:36 AM,BRONX,Banging/Pounding,Noise - Residential,NYPD,-73.89520399133355,40.864997833971316,Closed,0 days 04:46:14.000000000,22
01/01/2016 10:10:40 PM,01/10/2016 06:37:54 PM,BROOKLYN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.95131989681356,40.66077698118948,Closed,8 days 20:27:14.000000000,22
01/01/2016 10:10:58 PM,01/06/2016 01:08:15 AM,BRONX,APARTMENT ONLY,HEAT/HOT WATER,HPD,-73.89347942198029,40.867268865019774,Closed,4 days 02:57:17.000000000,22
01/01/2016 10:10:59 PM,01/07/2016 01:10:16 AM,BRONX,APARTMENT ONLY,HEAT/HOT WATER,HPD,-73.87996707624782,40.88191226984774,Closed,5 days 02:59:17.000000000,22
01/01/2016 10:11:37 PM,01/05/2016 01:11:02 AM,BROOKLYN,APARTMENT ONLY,HEAT/HOT WATER,HPD,-73.94431755993159,40.689948021096356,Closed,3 days 02:59:25.000000000,22
01/01/2016 10:12:39 PM,01/01/2016 10:12:39 PM,BROOKLYN,Illegal. Commercial Use In Resident Zone,Building/Use,DOB,-74.01831268904013,40.63116960302152,Open,0 days 00:00:00.000000000,22
01/01/2016 10:12:42 PM,03/07/2016 10:28:51 AM,BROOKLYN,MOLD,UNSANITARY CONDITION,HPD,-73.91257237318781,40.661500637613656,Closed,65 days 12:16:09.000000000,22
01/01/2016 10:12:42 PM,03/07/2016 10:28:51 AM,BROOKLYN,HEAVY FLOW,WATER LEAK,HPD,-73.91257237318781,40.661500637613656,Closed,65 days 12:16:09.000000000,22
01/01/2016 10:12:42 PM,03/07/2016 10:28:51 AM,BROOKLYN,BASIN/SINK,PLUMBING,HPD,-73.91257237318781,40.661500637613656,Closed,65 days 12:16:09.000000000,22
01/01/2016 10:12:42 PM,03/07/2016 10:28:51 AM,BROOKLYN,BELL/BUZZER/INTERCOM,GENERAL,HPD,-73.91257237318781,40.661500637613656,Closed,65 days 12:16:09.000000000,22
01/01/2016 10:12:42 PM,03/07/2016 10:28:51 AM,BROOKLYN,REFRIGERATOR,APPLIANCE,HPD,-73.91257237318781,40.661500637613656,Closed,65 days 12:16:09.000000000,22
01/01/2016 10:12:42 PM,03/07/2016 10:28:51 AM,BROOKLYN,PESTS,UNSANITARY CONDITION,HPD,-73.91257237318781,40.661500637613656,Closed,65 days 12:16:09.000000000,22
01/01/2016 10:12:47 PM,01/04/2016 01:08:27 AM,BRONX,APARTMENT ONLY,HEAT/HOT WATER,HPD,-73.8923732956562,40.862662233756616,Closed,2 days 02:55:40.000000000,22
01/01/2016 10:12:59 PM,01/01/2016 11:25:03 PM,QUEENS,Commercial Overnight Parking,Illegal Parking,NYPD,-73.7636093512556,40.73917398629438,Closed,0 days 01:12:04.000000000,22
01/01/2016 10:13:23 PM,01/01/2016 10:18:00 PM,MANHATTAN,Loud Talking,Noise - Residential,NYPD,-73.93607417028156,40.79931379437275,Closed,0 days 00:04:37.000000000,22
01/01/2016 10:13:35 PM,01/04/2016 12:45:47 PM,BRONX,DRIE Exemption,DOF Property - Reduction Issue,DOF,,,Closed,2 days 14:32:12.000000000,22
01/01/2016 10:13:50 PM,01/05/2016 01:11:02 AM,BROOKLYN,APARTMENT ONLY,HEAT/HOT WATER,HPD,-73.95331056462494,40.71073539362429,Closed,3 days 02:57:12.000000000,22
01/01/2016 10:14:00 PM,01/04/2016 12:00:00 PM,QUEENS,E12 Illegal Dumping Surveillance,Dirty Conditions,DSNY,-73.93928640503431,40.762231405946594,Closed,2 days 13:46:00.000000000,22
01/01/2016 10:14:22 PM,01/01/2016 11:51:51 PM,BROOKLYN,Loud Music/Party,Noise - Residential,NYPD,-73.87303202897748,40.68631226573206,Closed,0 days 01:37:29.000000000,22
01/01/2016 10:15:53 PM,01/17/2016 01:06:41 AM,BRONX,Exchange/Refund/Return,Consumer Complaint,DCA,-73.8314167616547,40.86810612291893,Closed,15 days 02:50:48.000000000,22
01/01/2016 10:15:59 PM,01/01/2016 11:17:31 PM,MANHATTAN,Banging/Pounding,Noise - Residential,NYPD,-73.97695165980414,40.7402953546437,Closed,0 days 01:01:32.000000000,22
01/01/2016 10:16:14 PM,01/07/2016 10:07:28 PM,BROOKLYN,ENTIRE BUILDING,HEAT/HOT WATER,HPD,-73.97621443386785,40.632085360472395,Closed,5 days 23:51:14.000000000,22
01/01/2016 10:16:14 PM,01/07/2016 10:07:29 PM,BROOKLYN,WATER SUPPLY,PLUMBING,HPD,-73.97621443386785,40.632085360472395,Closed,5 days 23:51:15.000000000,22
